Timestamp,CURRENT,FREQ,POWER,SCALE_SPEED,TORQUE,VOLTAGE_AC
2017-08-22T13:20:45.845Z,0.907242,37.023926,0.021753,61.704224,0.234082,143.005371
2017-08-22T13:20:44.651Z,0.870885,41.173096,0.024438,68.620178,0.256027,152.832031
2017-08-22T13:20:43.626Z,0.882826,44.245605,0.026538,73.745651,0.231281,162.719727
2017-08-22T13:20:42.631Z,0.865182,47.365723,0.028198,78.943054,0.249335,172.912598
2017-08-22T13:20:41.620Z,0.83934,50.350342,0.028687,83.914375,0.238596,182.739258
2017-08-22T13:20:40.600Z,0.866786,53.023682,0.03042,88.374725,0.225055,191.589355
2017-08-22T13:20:39.585Z,0.829181,55.239258,0.03064,92.068375,0.177896,198.791504
2017-08-22T13:20:38.576Z,0.846112,56.868896,0.031958,94.7836,0.196884,204.101562
2017-08-22T13:20:37.567Z,0.837468,57.817383,0.032446,96.364723,0.219608,207.092285
2017-08-22T13:20:36.559Z,0.858231,58.033447,0.031274,96.721146,0.241708,207.763672
2017-08-22T13:20:35.551Z,0.864291,57.498779,0.033398,95.832451,0.271747,206.176758
2017-08-22T13:20:34.542Z,0.86634,56.25,0.031641,93.749527,0.23237,201.904297
2017-08-22T13:20:33.532Z,0.853152,54.356689,0.03064,90.591827,0.199374,195.678711
2017-08-22T13:20:32.520Z,0.867677,51.925049,0.029785,86.540329,0.224432,187.62207
2017-08-22T13:20:31.510Z,0.849053,49.0979,0.029224,81.827271,0.196417,178.405762
2017-08-22T13:20:30.502Z,0.84932,46.032715,0.02688,76.722878,0.248712,168.395996
2017-08-22T13:20:29.498Z,0.857251,42.912598,0.025635,71.519699,0.229568,158.26416
2017-08-22T13:20:28.486Z,0.852083,39.909668,0.024585,66.516052,0.204044,148.620605
2017-08-22T13:20:27.467Z,0.868033,37.199707,0.0229,61.998699,0.253693,140.014648
2017-08-22T13:20:26.466Z,0.903054,34.936523,0.021973,58.226677,0.25665,133.056641
2017-08-22T13:20:25.454Z,0.883272,33.248291,0.021777,53.728249,0.236417,127.685547
2017-08-22T13:20:24.444Z,0.877212,32.237549,0.021118,53.728249,0.223965,124.633789
2017-08-22T13:20:23.438Z,0.875341,31.955566,0.020996,53.259724,0.267078,123.779297
2017-08-22T13:20:22.380Z,0.89147,32.420654,0.02168,54.037449,0.206534,125.183105
2017-08-22T13:20:21.374Z,0.907153,33.61084,0.021729,56.016827,0.263498,128.845215
2017-08-22T13:20:20.367Z,0.890044,35.449219,0.022852,59.0844,0.197662,134.58252
2017-08-22T13:20:19.358Z,0.89842,37.836914,0.023315,63.064323,0.251981,142.150879
2017-08-22T13:20:18.350Z,0.860994,40.638428,0.02522,67.728455,0.240308,151.123047
