model,feature_set,target,prec@0.4,signals@0.4,prec@0.5,signals@0.5,prec@0.7,signals@0.7,class_1_precision,prec@0.6,signals@0.6,class_1_recall,class_1_f1,f1_macro,prec@0.8,signals@0.8,accuracy
LightGBM,D_clean,bin_first_touch_10m_1p0,0.6518,31702,0.744,8407,,4.54,0.5065,0.8627,1916,158663.0,0.5584,0.5935839304006769,70.0,760476,0.5938060592669749
LightGBM,D_clean,bin_tb10m_tp1p5_sl0p5,0.4718,30464,0.581,9315,,6.55,0.3208,0.7009,2494,142235.0,0.3743,0.5791519992300537,70.0,759715,0.6127151801747245
LightGBM,D_clean,bin_tb10m_tp2p0_sl0p7,0.4448,27230,0.5651,7356,,4.47,0.296,0.7159,1781,150878.0,0.344,0.5646666431527219,70.0,779298,0.6002874817115429
LightGBM,D_clean,bin_tb10m_tp2p5_sl1p0,0.434,27831,0.5611,6712,,4.4,0.2907,0.7125,1572,153066.0,0.3312,0.5548098045926295,70.0,792166,0.5867270670464416
LightGBM,D_clean,bin_tb10m_tp4p0_sl2p0,0.3583,46428,0.488,10821,,4.5,0.2643,0.6627,2025,126694.0,0.3019,0.5739950562059651,70.0,806939,0.6308817332242631
LightGBM,D_clean,bin_tb10m_tp5p0_sl2p5,0.3252,49044,0.4052,17919,,4.44,0.2432,0.6128,3241,109123.0,0.2806,0.5858340123452392,70.0,809896,0.6705558080259232
LightGBM,D_clean,bin_tb10m_tp6p0_sl3p0,0.3031,46973,0.3617,23816,,4.53,0.2274,0.5374,5054,94213.0,0.2621,0.593055347901445,70.0,811395,0.7043028513107746
LightGBM,D_clean,bin_fr10m_1p0,0.5306,28782,0.6515,8422,,4.38,0.3705,0.7588,2459,161263.0,0.4272,0.5836537603793603,70.0,817271,0.604107926065163
LightGBM,D_clean,bin_fr10m_1p5,0.477,31114,0.6163,8780,,4.41,0.3233,0.735,2642,150155.0,0.3773,0.5821630469635983,70.0,817271,0.6168791118421053
LightGBM,D_clean,bin_mae10m_lt_0p5,0.4457,54510,0.5541,28152,,4.8,0.3269,0.7303,10357,110738.0,0.3789,0.6347557634716089,70.0,817271,0.6886797070802005
LightGBM,D_clean,bin_mae10m_lt_1p0,0.6027,63173,0.7018,34862,,6.96,0.4754,0.8404,15200,121865.0,0.5312,0.6733478400382931,70.0,817271,0.6866286810776943
LightGBM,D_clean,bin_opportunity_clean_10m_1p5_0p5,0.2889,46229,0.3909,12384,,4.71,0.208,0.5318,2106,126756.0,0.2391,0.5426092030909601,70.0,817271,0.6197720864661654
LightGBM,D_clean,bin_opportunity_clean_10m_1p0_0p3,0.2669,49028,0.3451,18945,,4.8,0.1918,0.4953,3309,113627.0,0.2224,0.5489134628508517,70.0,817271,0.6481389019423559
LightGBM,D_clean,bin_rr10m_ge_2,0.5923,28137,0.702,7687,,4.49,0.4097,0.8053,2851,171327.0,0.4719,0.5803225075284628,70.0,817271,0.593187069235589
LightGBM,D_clean,bin_rr10m_ge_3,0.5157,28766,0.6484,7310,,4.53,0.3454,0.7641,2404,163952.0,0.4074,0.5779676023581481,70.0,817271,0.607030270989975
LightGBM,D_clean,bin_follow_through_hod_10m_0p5,0.4838,30540,0.5405,25637,,4.41,0.3926,0.6094,20240,40868.0,0.4362,0.7624690684595359,70.0,817271,0.8930627349624061
LightGBM,D_clean,bin_follow_through_hod_10m_1p0,0.471,30629,0.5247,25676,,4.39,0.381,0.5899,20228,41042.0,0.424,0.7566505124298963,70.0,817271,0.89093828320802
LightGBM,D_clean,bin_mfr10m_1atr,0.7874,39649,0.8627,15539,,5.83,0.6328,0.9327,5673,173319.0,0.704,0.5972266702660451,70.0,832681,0.5988056173459337
LightGBM,D_clean,bin_mfr10m_1p5atr,0.6972,36063,0.8038,14508,,4.58,0.5099,0.8979,5307,161781.0,0.5877,0.6140807195268225,70.0,832681,0.6184173228724759
LightGBM,D1_core_momentum,mc_2p5,0.2934,44129,0.3649,16758,,6.92,0.2065,0.5387,3139,114489.0,0.2437,0.565019423035717,47.0,833584,0.6665242889914861
LightGBM,D1_core_momentum,bin_fr5m_2p5,0.2916,43933,0.3678,16612,,3.63,0.2062,0.5317,3156,114695.0,0.2432,0.5646397124573495,47.0,833584,0.6661403491932465
LightGBM,D1_core_momentum,bin_fr5m_2p0,0.3334,43481,0.421,13394,,3.65,0.2359,0.6037,2238,127919.0,0.2765,0.5668748346159802,47.0,833584,0.6419521419041494
LightGBM,D1_core_momentum,bin_fr5m_1p5,0.3854,40770,0.4987,9645,,3.62,0.2749,0.6787,1438,144049.0,0.3209,0.5704841126592644,47.0,833584,0.618143075165814
LightGBM,D1_core_momentum,bin_fr5m_1p0,0.4524,34321,0.5858,6212,,3.68,0.3244,0.7353,850,159710.0,0.3748,0.5733197551614768,47.0,833584,0.5999059347494313
LightGBM,D1_core_momentum,bin_mfr10m_2p5,0.6717,61320,0.7436,33762,,3.6,0.538,0.8299,13860,131634.0,0.6048,0.6754884421604805,47.0,833236,0.6813264899485786
LightGBM,D1_core_momentum,bin_mfr10m_2p0,0.7244,64437,0.7881,34336,,3.61,0.5972,0.8649,13355,139861.0,0.6578,0.6693318983863772,47.0,833236,0.669654645931659
LightGBM,D1_core_momentum,bin_mfr10m_1p5,0.7828,69375,0.8372,36390,,3.59,0.67,0.8952,13517,149443.0,0.7249,0.6625958094205651,47.0,833236,0.6658472529635729
LightGBM,D1_core_momentum,bin_mfr10m_1p0,0.84,73791,0.8821,37908,,3.69,0.7491,0.9281,12893,157047.0,0.7935,0.6419318670677159,47.0,833236,0.6608395469538456
LightGBM,D1_core_momentum,bin_break_hod,0.3657,28468,0.4181,23298,,3.65,0.293,0.4947,17438,38380.0,0.3265,0.7075624024211009,47.0,833584,0.8865745851050555
LightGBM,D1_core_momentum,bin_first_touch_10m_2p5,0.5136,48262,0.6316,7977,,3.48,0.4132,0.774,916,146008.0,0.4559,0.6023395636273896,47.0,803695,0.6095951098589306
LightGBM,D1_core_momentum,bin_first_touch_10m_2p0,0.5575,37694,0.673,5618,,3.57,0.4407,0.7825,584,156421.0,0.4806,0.5898160595103685,47.0,797654,0.5910153272078
LightGBM,D1_core_momentum,bin_first_touch_10m_1p5,0.6055,30238,0.7007,5058,,3.56,0.4694,0.8047,640,165104.0,0.513,0.584764399709548,47.0,785381,0.5848682735997066
LightGBM,D1_core_momentum,bin_first_touch_10m_1p0,0.6366,27766,0.7287,5462,,3.55,0.498,0.8187,673,164776.0,0.5493,0.5855279657134127,47.0,760476,0.5855888557465188
LightGBM,D1_core_momentum,bin_tb10m_tp1p5_sl0p5,0.4651,25495,0.5673,6846,,3.79,0.3091,0.6783,1458,150876.0,0.3642,0.5696189472089765,47.0,759715,0.6051848614263372
LightGBM,D1_core_momentum,bin_tb10m_tp2p0_sl0p7,0.4339,24636,0.57,5249,,3.64,0.2886,0.6891,907,156810.0,0.3352,0.5553497483500094,47.0,779298,0.590076747349778
LightGBM,D1_core_momentum,bin_tb10m_tp2p5_sl1p0,0.417,26438,0.554,5105,,3.57,0.286,0.6583,796,155839.0,0.3248,0.5467273940283721,47.0,792166,0.5763135567541361
LightGBM,D1_core_momentum,bin_tb10m_tp4p0_sl2p0,0.3466,47377,0.452,10221,,3.55,0.2605,0.6181,1511,127616.0,0.2976,0.5690824405750228,47.0,806939,0.6250712674450312
LightGBM,D1_core_momentum,bin_tb10m_tp5p0_sl2p5,0.3133,50805,0.3891,17703,,3.51,0.2393,0.5876,2638,110642.0,0.2745,0.5793231856879907,47.0,809896,0.6629932228171741
LightGBM,D1_core_momentum,bin_tb10m_tp6p0_sl3p0,0.2919,48760,0.3511,23936,,3.58,0.2228,0.5238,4429,95308.0,0.2557,0.5865257150266263,47.0,811395,0.6971979942707537
LightGBM,D1_core_momentum,bin_fr10m_1p0,0.5056,28640,0.6273,6259,,3.46,0.3672,0.7857,1176,164285.0,0.4165,0.5738428357698018,47.0,817271,0.5891584429824561
LightGBM,D1_core_momentum,bin_fr10m_1p5,0.448,32720,0.5964,7386,,3.48,0.3202,0.7476,1569,153011.0,0.3681,0.5726941783132808,47.0,817271,0.6028401080827067
LightGBM,D1_core_momentum,bin_mae10m_lt_0p5,0.4356,54518,0.5444,27169,,3.74,0.3143,0.7308,9578,116743.0,0.3654,0.6222666724592347,47.0,817271,0.6736470081453634
LightGBM,D1_core_momentum,bin_mae10m_lt_1p0,0.5883,65485,0.686,35431,,3.74,0.4662,0.8282,13733,125467.0,0.5205,0.6658118707442163,47.0,817271,0.677484727443609
LightGBM,D1_core_momentum,bin_opportunity_clean_10m_1p5_0p5,0.281,45465,0.3701,10405,,3.65,0.2004,0.509,1051,133575.0,0.2293,0.5276338744176166,47.0,817271,0.5983072916666666
LightGBM,D1_core_momentum,bin_opportunity_clean_10m_1p0_0p3,0.2578,47722,0.3346,15990,,4.22,0.1823,0.4597,2247,121725.0,0.2114,0.5328137139926957,47.0,817271,0.6250391604010025
LightGBM,D1_core_momentum,bin_rr10m_ge_2,0.5699,26511,0.706,4980,,3.59,0.4062,0.8321,792,175240.0,0.4597,0.5710391550826709,47.0,817271,0.5798529526942355
LightGBM,D1_core_momentum,bin_rr10m_ge_3,0.494,27975,0.6322,5014,,3.62,0.3398,0.7666,874,171203.0,0.393,0.5647171623569612,47.0,817271,0.5863878446115288
LightGBM,D1_core_momentum,bin_follow_through_hod_10m_0p5,0.4289,33810,0.4835,27483,,3.56,0.3468,0.5626,20444,45914.0,0.3846,0.7299858584796716,47.0,817271,0.8704329182330827
LightGBM,D1_core_momentum,bin_follow_through_hod_10m_1p0,0.4186,33788,0.4715,27648,,3.57,0.3374,0.5475,20429,46013.0,0.3754,0.725530027663009,47.0,817271,0.8690574091478697
LightGBM,D1_core_momentum,bin_mfr10m_1atr,0.7763,37984,0.8642,12395,,3.61,0.6272,0.9521,3486,177289.0,0.6903,0.5912959627550847,47.0,832681,0.594202968180224
LightGBM,D1_core_momentum,bin_mfr10m_1p5atr,0.6905,33757,0.8072,12094,,3.66,0.505,0.9216,3866,163870.0,0.5812,0.6095780658669973,47.0,832681,0.6135792563694803
LightGBM,D2_breakout_structure,mc_2p5,0.2884,40500,0.366,15185,,6.37,0.2036,0.5354,2869,114239.0,0.2409,0.5642815229997192,37.0,833584,0.6730752617989499
LightGBM,D2_breakout_structure,bin_fr5m_2p5,0.2873,40856,0.3652,15259,,3.3,0.2034,0.5369,2842,113973.0,0.24,0.563419621372208,37.0,833584,0.6722401927377787
LightGBM,D2_breakout_structure,bin_fr5m_2p0,0.3257,40267,0.4229,12446,,3.29,0.2316,0.6247,2009,128166.0,0.2713,0.563246399714672,37.0,833584,0.6442413829511533
LightGBM,D2_breakout_structure,bin_fr5m_1p5,0.3829,37894,0.4969,9112,,3.32,0.2711,0.659,1557,144273.0,0.3158,0.5667462447124413,37.0,833584,0.6198852020003264
LightGBM,D2_breakout_structure,bin_fr5m_1p0,0.4504,32022,0.5852,6425,,3.34,0.3212,0.7347,1240,160191.0,0.3672,0.5662195810540855,37.0,833584,0.5958457713830472
LightGBM,D2_breakout_structure,bin_mfr10m_2p5,0.6575,57443,0.728,30267,,3.35,0.5298,0.8082,11405,130727.0,0.5908,0.6592755435159023,37.0,833236,0.6665242295190585
LightGBM,D2_breakout_structure,bin_mfr10m_2p0,0.7139,59936,0.777,31228,,3.39,0.5905,0.8457,11282,138165.0,0.6495,0.6546999088556646,37.0,833236,0.6556013808401231
LightGBM,D2_breakout_structure,bin_mfr10m_1p5,0.775,64944,0.8271,33711,,3.36,0.6643,0.8824,11628,146957.0,0.7189,0.6464416951875177,37.0,833236,0.6483034775469443
LightGBM,D2_breakout_structure,bin_mfr10m_1p0,0.8376,69260,0.8771,35558,,5.69,0.7473,0.9221,11609,153911.0,0.792,0.6268617900102317,37.0,833236,0.6417881783569155
LightGBM,D2_breakout_structure,bin_break_hod,0.3789,27303,0.4294,22689,,3.32,0.2927,0.5004,17715,37882.0,0.3346,0.7126560090914247,37.0,833584,0.8908363168655155
LightGBM,D2_breakout_structure,bin_first_touch_10m_2p5,0.5119,44637,0.6386,8022,,3.23,0.4089,0.8011,1423,145695.0,0.45,0.5958949394585682,37.0,803695,0.6051101575955479
LightGBM,D2_breakout_structure,bin_first_touch_10m_2p0,0.5586,34915,0.6838,6353,,3.27,0.4384,0.8014,1319,155875.0,0.4777,0.5862392259662579,37.0,797654,0.588969024595755
LightGBM,D2_breakout_structure,bin_first_touch_10m_1p5,0.61,29360,0.7137,6200,,3.25,0.4678,0.8232,1454,164319.0,0.5119,0.5823716071808199,37.0,785381,0.5830243077487316
LightGBM,D2_breakout_structure,bin_first_touch_10m_1p0,0.6476,29319,0.7467,7047,,3.26,0.4996,0.8578,1463,162529.0,0.5515,0.5863055355835654,37.0,760476,0.5865673447700814
LightGBM,D2_breakout_structure,bin_tb10m_tp1p5_sl0p5,0.4634,29445,0.5741,8485,,3.28,0.3164,0.7025,1933,145358.0,0.3683,0.5733477313577868,37.0,759715,0.6065013507180133
LightGBM,D2_breakout_structure,bin_tb10m_tp2p0_sl0p7,0.4367,25728,0.5691,6285,,3.31,0.2913,0.7253,1307,153124.0,0.3373,0.5582472619646608,37.0,779298,0.5954413614312483
LightGBM,D2_breakout_structure,bin_tb10m_tp2p5_sl1p0,0.421,26113,0.5568,5866,,3.31,0.2859,0.7121,1226,154900.0,0.3236,0.5471209671276751,37.0,792166,0.5800911055895602
LightGBM,D2_breakout_structure,bin_tb10m_tp4p0_sl2p0,0.336,43519,0.4538,8843,,3.35,0.2555,0.6765,1462,127637.0,0.2887,0.561106770203203,37.0,806939,0.621273642200243
LightGBM,D2_breakout_structure,bin_tb10m_tp5p0_sl2p5,0.3043,44179,0.3831,14211,,3.27,0.232,0.5948,2004,110870.0,0.264,0.5703908161016226,37.0,809896,0.6611902550828871
LightGBM,D2_breakout_structure,bin_tb10m_tp6p0_sl3p0,0.2793,44572,0.3357,20428,,3.21,0.2103,0.5032,3462,99408.0,0.241,0.5728857371646927,37.0,811395,0.6890971753139499
LightGBM,D2_breakout_structure,bin_fr10m_1p0,0.5107,25810,0.6242,7352,,5.35,0.3595,0.7352,2028,167839.0,0.412,0.5693612306284337,37.0,817271,0.5908863956766918
LightGBM,D2_breakout_structure,bin_fr10m_1p5,0.4536,28788,0.5676,8097,,3.31,0.3109,0.6783,2114,157029.0,0.3606,0.5662094920605693,37.0,817271,0.6019834743107769
LightGBM,D2_breakout_structure,bin_mae10m_lt_0p5,0.4324,55851,0.5377,27796,,3.45,0.3151,0.7159,9974,115617.0,0.3662,0.6230422964246001,37.0,817271,0.6744546914160401
LightGBM,D2_breakout_structure,bin_mae10m_lt_1p0,0.5905,63094,0.6914,33764,,3.36,0.4606,0.8351,14011,126274.0,0.5166,0.6611165628942921,37.0,817271,0.6736861685463659
LightGBM,D2_breakout_structure,bin_opportunity_clean_10m_1p5_0p5,0.2872,43363,0.3843,10364,,3.44,0.1978,0.5247,1782,133946.0,0.2293,0.5296398086444244,37.0,817271,0.6036771616541353
LightGBM,D2_breakout_structure,bin_opportunity_clean_10m_1p0_0p3,0.2574,50197,0.3374,17067,,3.5,0.1818,0.4956,2720,120450.0,0.2118,0.5344330059524456,37.0,817271,0.6288670895989975
LightGBM,D2_breakout_structure,bin_rr10m_ge_2,0.5663,25301,0.6714,6881,,3.34,0.399,0.8023,2458,178640.0,0.4577,0.5681546909652855,37.0,817271,0.5795054041353384
LightGBM,D2_breakout_structure,bin_rr10m_ge_3,0.4894,27231,0.5861,7181,,3.45,0.335,0.7346,2231,172498.0,0.3898,0.5619542488439475,37.0,817271,0.5867990288220551
LightGBM,D2_breakout_structure,bin_follow_through_hod_10m_0p5,0.4282,33436,0.4892,27064,,5.63,0.3333,0.5647,20576,47183.0,0.3776,0.7248735926472953,37.0,817271,0.8673588267543859
LightGBM,D2_breakout_structure,bin_follow_through_hod_10m_1p0,0.4129,33739,0.4727,27256,,3.33,0.3214,0.5453,20661,47648.0,0.3643,0.7173889680033976,37.0,817271,0.8638539708646616
LightGBM,D2_breakout_structure,bin_mfr10m_1atr,0.7644,34418,0.8368,11334,,3.94,0.6203,0.8951,2935,178207.0,0.6821,0.5788070695217475,37.0,832681,0.5808658553576662
LightGBM,D2_breakout_structure,bin_mfr10m_1p5atr,0.6565,33032,0.7517,10061,,3.51,0.4929,0.8357,2429,169564.0,0.5607,0.5934944538507227,37.0,832681,0.5968309943740061
LightGBM,D3_liquidity_context,mc_2p5,0.294,41660,0.3749,15370,,6.06,0.206,0.5217,3320,113181.0,0.2441,0.5673017709880842,33.0,833584,0.6752397224115259
LightGBM,D3_liquidity_context,bin_fr5m_2p5,0.293,41801,0.3739,15291,,3.43,0.2057,0.522,3335,113291.0,0.2435,0.5667272826840278,33.0,833584,0.6744142518453107
LightGBM,D3_liquidity_context,bin_fr5m_2p0,0.332,41463,0.4236,12820,,6.96,0.2352,0.5804,2562,126693.0,0.2752,0.5669588099284559,33.0,833584,0.6469577570236987
LightGBM,D3_liquidity_context,bin_fr5m_1p5,0.386,38895,0.4979,9768,,4.22,0.2753,0.6605,1682,142136.0,0.3199,0.5705506204944446,33.0,833584,0.6226255723102617
LightGBM,D3_liquidity_context,bin_fr5m_1p0,0.4487,33408,0.5829,6334,,3.13,0.3236,0.7301,967,159210.0,0.3711,0.5699947173580745,33.0,833584,0.5986821266425425
LightGBM,D3_liquidity_context,bin_mfr10m_2p5,0.6714,59459,0.7436,32399,,4.26,0.5382,0.8293,12944,129708.0,0.6034,0.672108742856427,33.0,833236,0.6786473912396352
LightGBM,D3_liquidity_context,bin_mfr10m_2p0,0.7219,63545,0.7878,33645,,4.32,0.5976,0.8669,12560,137874.0,0.6567,0.6658824503815108,33.0,833236,0.6663705894497285
LightGBM,D3_liquidity_context,bin_mfr10m_1p5,0.7802,67530,0.834,35062,,3.34,0.6692,0.8961,12670,147768.0,0.7241,0.6561637127208811,33.0,833236,0.6585877596877265
LightGBM,D3_liquidity_context,bin_mfr10m_1p0,0.8387,71908,0.8807,36395,,3.37,0.748,0.9294,11998,156259.0,0.7937,0.6365904517222407,33.0,833236,0.653748097503829
LightGBM,D3_liquidity_context,bin_break_hod,0.3735,26663,0.4295,21534,,3.5,0.2847,0.5041,16101,38162.0,0.3259,0.7054240498325234,33.0,833584,0.8883695036618259
LightGBM,D3_liquidity_context,bin_first_touch_10m_2p5,0.5132,47202,0.6199,8560,,3.08,0.4127,0.7232,1214,145050.0,0.4544,0.6004911575481322,33.0,803695,0.6090923571634792
LightGBM,D3_liquidity_context,bin_first_touch_10m_2p0,0.5494,37904,0.6586,6327,,3.09,0.4404,0.758,938,156005.0,0.4787,0.5875242542971753,33.0,797654,0.589580909200337
LightGBM,D3_liquidity_context,bin_first_touch_10m_1p5,0.598,29700,0.6907,5649,,4.56,0.4676,0.7533,762,165942.0,0.5093,0.5803294603988991,33.0,785381,0.5805945516412315
LightGBM,D3_liquidity_context,bin_first_touch_10m_1p0,0.6307,27279,0.7162,5969,,6.94,0.4945,0.7763,769,167661.0,0.5457,0.5805998182214765,33.0,760476,0.5808331886642573
LightGBM,D3_liquidity_context,bin_tb10m_tp1p5_sl0p5,0.458,25164,0.5549,7052,,3.3,0.3057,0.6736,1495,153990.0,0.3617,0.5675656828341112,33.0,759715,0.6058483720293419
LightGBM,D3_liquidity_context,bin_tb10m_tp2p0_sl0p7,0.4265,24223,0.5452,5739,,3.93,0.287,0.6689,1054,157986.0,0.333,0.5541208233687345,33.0,779298,0.5918991760568804
LightGBM,D3_liquidity_context,bin_tb10m_tp2p5_sl1p0,0.4057,26793,0.5379,5404,,3.16,0.2856,0.6316,980,155699.0,0.322,0.5443224293936106,33.0,792166,0.5751368603922995
LightGBM,D3_liquidity_context,bin_tb10m_tp4p0_sl2p0,0.3442,46135,0.4444,10680,,3.74,0.2611,0.5908,1894,124839.0,0.2958,0.5680899286326303,33.0,806939,0.6265833767135173
LightGBM,D3_liquidity_context,bin_tb10m_tp5p0_sl2p5,0.311,47680,0.3908,16528,,3.23,0.2396,0.5559,3033,108036.0,0.2715,0.5771402114076717,33.0,809896,0.6642972871510145
LightGBM,D3_liquidity_context,bin_tb10m_tp6p0_sl3p0,0.293,45471,0.356,21012,,3.4,0.2214,0.5071,4869,94283.0,0.2531,0.5847153376951519,33.0,811395,0.6995547754401708
LightGBM,D3_liquidity_context,bin_fr10m_1p0,0.4973,29105,0.6037,6803,,3.45,0.3646,0.7151,1481,165656.0,0.4107,0.5681281205253181,33.0,817271,0.5836074561403509
LightGBM,D3_liquidity_context,bin_fr10m_1p5,0.436,32957,0.5553,7934,,3.15,0.3169,0.701,1776,154163.0,0.3614,0.5660299443511112,33.0,817271,0.5961045191102757
LightGBM,D3_liquidity_context,bin_mae10m_lt_0p5,0.4262,56136,0.5392,27142,,4.47,0.311,0.7198,9294,117719.0,0.3598,0.616882268264312,33.0,817271,0.6672149122807017
LightGBM,D3_liquidity_context,bin_mae10m_lt_1p0,0.5862,65464,0.6889,33971,,3.25,0.4633,0.8237,13037,126107.0,0.5175,0.6632418044463155,33.0,817271,0.6747239191729323
LightGBM,D3_liquidity_context,bin_opportunity_clean_10m_1p5_0p5,0.2731,44591,0.364,9851,,5.5,0.1967,0.4912,1130,136935.0,0.2251,0.5212077013873855,33.0,817271,0.5897899044486216
LightGBM,D3_liquidity_context,bin_opportunity_clean_10m_1p0_0p3,0.2526,47830,0.3255,15454,,3.23,0.1779,0.4607,1973,125284.0,0.206,0.5246632856775713,33.0,817271,0.6138931312656641
LightGBM,D3_liquidity_context,bin_rr10m_ge_2,0.5648,25525,0.6934,5163,,3.13,0.4022,0.8186,970,178909.0,0.4546,0.5663312759461182,33.0,817271,0.5743656015037594
LightGBM,D3_liquidity_context,bin_rr10m_ge_3,0.4874,27301,0.6181,5334,,3.08,0.3369,0.7773,988,173565.0,0.3894,0.5611189692703887,33.0,817271,0.5819578242481203
LightGBM,D3_liquidity_context,bin_follow_through_hod_10m_0p5,0.4376,30890,0.5001,24564,,3.14,0.3384,0.5796,18092,45021.0,0.3854,0.7270428282683545,33.0,817271,0.873110510651629
LightGBM,D3_liquidity_context,bin_follow_through_hod_10m_1p0,0.4251,30909,0.4863,24512,,3.12,0.33,0.5619,18081,44905.0,0.3747,0.7215456215913603,33.0,817271,0.8714657738095238
LightGBM,D3_liquidity_context,bin_mfr10m_1atr,0.7771,34945,0.8726,10224,,3.31,0.6224,0.9632,2937,180392.0,0.6837,0.5870435834649104,33.0,832681,0.5905564016700218
LightGBM,D3_liquidity_context,bin_mfr10m_1p5atr,0.6901,32693,0.8198,10060,,3.17,0.4966,0.9315,3154,169774.0,0.5706,0.6030479054440356,33.0,832681,0.6061227725436122
LightGBM,D_clean_ext,mc_2p5,0.3033,42822,0.3809,17065,,11.13,0.2101,0.5481,3536,113016.0,0.2505,0.5728279235882386,71.0,833584,0.6768570688116103
LightGBM,D_clean_ext,bin_fr5m_2p5,0.3018,42811,0.3803,16970,,4.73,0.21,0.5436,3580,112440.0,0.2498,0.5723436753783241,71.0,833584,0.6767562846145725
LightGBM,D_clean_ext,bin_fr5m_2p0,0.3439,42140,0.4389,13645,,4.61,0.2388,0.6148,2788,125996.0,0.2838,0.5752355562031878,71.0,833584,0.6534463396139485
LightGBM,D_clean_ext,bin_fr5m_1p5,0.4001,39007,0.519,10015,,4.59,0.2765,0.6791,2063,143371.0,0.3257,0.5763742517903379,71.0,833584,0.6281303091675225
LightGBM,D_clean_ext,bin_fr5m_1p0,0.4712,33494,0.601,7439,,5.77,0.3266,0.7306,1715,158150.0,0.3802,0.5789859384563076,71.0,833584,0.6081078486893255
LightGBM,D_clean_ext,bin_mfr10m_2p5,0.6815,60886,0.7547,33986,,4.65,0.5397,0.843,14508,131465.0,0.6099,0.6796225189037842,71.0,833236,0.6855515918551558
LightGBM,D_clean_ext,bin_mfr10m_2p0,0.7307,64576,0.7968,35779,,4.58,0.5986,0.8753,14440,139447.0,0.6635,0.6745112734957281,71.0,833236,0.6748496007758823
LightGBM,D_clean_ext,bin_mfr10m_1p5,0.7893,69166,0.8451,37247,,4.81,0.6721,0.9057,14627,148554.0,0.7284,0.6638675423389073,71.0,833236,0.6667114783535546
LightGBM,D_clean_ext,bin_mfr10m_1p0,0.8454,73902,0.8891,39403,,4.76,0.7525,0.9382,14736,155339.0,0.7976,0.6441698866237384,71.0,833236,0.6620014499781544
LightGBM,D_clean_ext,bin_break_hod,0.4172,25627,0.4651,21792,,4.47,0.3361,0.5308,17350,33738.0,0.3751,0.7398590861004862,71.0,833584,0.9066834320378564
LightGBM,D_clean_ext,bin_first_touch_10m_2p5,0.5288,47939,0.6549,9301,,4.46,0.4145,0.8077,1836,145761.0,0.4608,0.6073823537075764,71.0,803695,0.6152747219926926
LightGBM,D_clean_ext,bin_first_touch_10m_2p0,0.5765,37811,0.6996,7447,,4.47,0.4431,0.8281,1658,155625.0,0.4861,0.5955818895320883,71.0,797654,0.5975454399550616
LightGBM,D_clean_ext,bin_first_touch_10m_1p5,0.618,32219,0.7174,7545,,7.09,0.4738,0.8268,1865,162365.0,0.5189,0.5904841105839215,71.0,785381,0.590838240387946
LightGBM,D_clean_ext,bin_first_touch_10m_1p0,0.652,31763,0.7449,8414,,4.67,0.5061,0.8639,1866,158853.0,0.5585,0.5936568058594688,71.0,760476,0.593890230365776
LightGBM,D_clean_ext,bin_tb10m_tp1p5_sl0p5,0.4732,30324,0.581,9428,,4.59,0.3206,0.7001,2541,142295.0,0.375,0.5798429960931544,71.0,759715,0.6130679993048936
LightGBM,D_clean_ext,bin_tb10m_tp2p0_sl0p7,0.442,27801,0.5709,7301,,4.52,0.2957,0.7188,1760,151114.0,0.3438,0.5642668720367296,71.0,779298,0.5993582997510203
LightGBM,D_clean_ext,bin_tb10m_tp2p5_sl1p0,0.4311,27936,0.5597,6613,,4.57,0.29,0.7132,1503,153726.0,0.33,0.553167784960289,71.0,792166,0.5843433731289013
LightGBM,D_clean_ext,bin_tb10m_tp4p0_sl2p0,0.3567,46938,0.4882,10759,,4.53,0.2633,0.6646,1977,126782.0,0.3021,0.5740255196892274,71.0,806939,0.630366128752386
LightGBM,D_clean_ext,bin_tb10m_tp5p0_sl2p5,0.3269,48765,0.4063,17971,,4.61,0.2434,0.6134,3288,108992.0,0.2807,0.5859318740124676,71.0,809896,0.6706743593289997
LightGBM,D_clean_ext,bin_tb10m_tp6p0_sl3p0,0.3046,47209,0.3638,23906,,4.49,0.2288,0.5451,4896,93510.0,0.2628,0.5938679334147368,71.0,811395,0.7056883230861014
LightGBM,D_clean_ext,bin_fr10m_1p0,0.529,29065,0.6591,8154,,4.33,0.3703,0.7609,2493,161358.0,0.4263,0.5829422229908788,71.0,817271,0.6027324169799498
LightGBM,D_clean_ext,bin_fr10m_1p5,0.4751,31052,0.6198,8598,,6.34,0.322,0.7364,2659,150783.0,0.3758,0.5806814150140835,71.0,817271,0.6144952224310777
LightGBM,D_clean_ext,bin_mae10m_lt_0p5,0.4448,54658,0.551,28391,,4.71,0.3264,0.729,10519,110931.0,0.3777,0.6336662263666496,71.0,817271,0.6873727286967418
LightGBM,D_clean_ext,bin_mae10m_lt_1p0,0.6029,62842,0.7022,34881,,4.81,0.4755,0.8381,15204,121598.0,0.532,0.6737592252212452,71.0,817271,0.687250352443609
LightGBM,D_clean_ext,bin_opportunity_clean_10m_1p5_0p5,0.2911,45830,0.3911,12540,,4.6,0.2081,0.543,2162,126590.0,0.2396,0.5434114553556786,71.0,817271,0.6210350093984962
LightGBM,D_clean_ext,bin_opportunity_clean_10m_1p0_0p3,0.2666,49277,0.3459,19131,,4.72,0.1915,0.4939,3361,113687.0,0.2227,0.5491811806158038,71.0,817271,0.6481780623433584
